,NAO(J),NAO,EA_WR,NP,NBRA,AMO(s),TNA,PWR,SWMRR,BEST,PNA,TNI,Hurricane activity,SR,AMM,AMO,SF,Niño(3),SOI,TSA,Niño(4),QBO,PDO,GMOT,Niño(3.4),EP_NP,AT,NOI,Niño(1+2),WHWP,CIP,TPI(IPO),Month,AO,WP,CAR,ONI,AAO,ENSO,MEI,GIAM,NTA
80,2.49,-0.28,-1.04,1015.01,-81.0,0.113,-0.23,-0.636,1.35,-0.68,-0.04,-0.607,5.75,10.0,-1.25,-0.016,701.0,-1.73,0.3,-0.25,-1.27,-12.83,-0.94,-0.17,-1.6,0.31,-0.626,1.242,-1.71,-0.7,3552.0,-0.86,9,0.301,0.94,-0.22,-0.9,,,,,-0.61
81,2.09,1.16,0.34,1010.67,-92.0,0.113,-0.32,-0.684,0.74,-0.57,0.99,-0.46399999999999997,14.75,43.0,-1.69,-0.037000000000000005,732.0,-1.66,0.4,-0.14,-1.48,-10.35,0.52,0.04,-1.48,-0.53,-0.284,0.07200000000000001,-2.04,-3.83,208.0,-0.88,10,0.513,-2.15,-0.25,-0.77,,,,,-0.57
82,1.54,0.29,-0.51,1005.62,-43.0,0.113,-0.17,-0.743,0.12,-0.67,1.38,-0.18899999999999997,0.0,173.0,-1.6,-0.032,726.0,-1.46,0.2,-0.12,-1.16,-9.99,0.72,0.18,-1.13,-0.48,-0.3,-0.26,-1.45,-1.95,2.0,-0.61,11,-0.32799999999999996,-0.88,-0.3,-0.73,,,,,-0.58
83,1.44,0.55,-0.58,1011.77,-82.0,0.113,-0.3,-0.726,0.35,-0.96,-0.82,0.081,0.5,-1.0,-1.07,-0.055999999999999994,755.0,-1.55,2.3,-0.23,-1.24,-9.56,-0.5,-0.1,-1.33,,-0.021,0.9490000000000001,-1.47,-0.25,30.0,-0.8,12,0.5529999999999999,-1.42,-0.27,-0.66,,,,,-0.41
84,-1.17,-2.65,-0.79,1007.1,7.0,0.113,0.09,-0.391,1.4,-0.01,-0.14,0.316,2.0,-2.0,0.63,0.071,843.0,-0.86,-0.9,-0.42,-0.91,-5.82,0.2,0.22,-0.93,-1.32,0.785,2.3080000000000003,-0.84,-0.17,145.0,-0.71,1,-1.163,0.4,-0.3,-0.68,,,,,-0.33
85,-2.21,-1.71,-1.69,1015.4,-44.0,0.114,0.07,-0.522,0.56,-1.14,-2.62,0.489,0.0,3.0,1.62,0.035,820.0,-0.71,3.1,-0.6,-1.09,-1.71,-1.52,-0.09,-0.95,-1.71,0.893,7.473,-1.13,-0.3,13.0,-1.13,2,-1.5419999999999998,-0.66,-0.26,-0.62,,,,,-0.25
86,-2.9,-0.96,0.25,1016.18,-74.0,0.115,-0.04,-0.606,0.13,-0.58,-2.47,0.619,0.0,52.0,1.03,0.036000000000000004,748.0,-0.9,1.1,-0.45,-1.23,1.37,-1.26,-0.37,-1.06,-0.13,0.603,4.596,-1.37,-0.87,22.0,-0.92,3,-1.568,0.51,-0.26,-0.69,,,,,-0.25
87,2.4,-0.6,-0.01,1016.59,28.0,0.11699999999999999,-0.01,-0.775,0.48,-0.4,-0.24,0.358,0.0,35.0,1.95,0.09,773.0,-1.31,-0.2,-0.52,-1.06,4.4,-1.97,-0.2,-1.22,-1.35,0.735,1.63,-1.24,-2.21,56.0,-1.25,4,0.19399999999999998,1.18,-0.13,-0.8,,,,,-0.26
88,0.33,-0.26,0.92,1014.88,1.0,0.12,-0.12,-0.9279999999999999,1.26,-1.3,-0.42,0.39899999999999997,0.0,5.0,1.61,0.171,828.0,-1.82,1.7,-0.34,-1.1,6.58,-1.21,-0.18,-1.28,-1.61,1.035,3.862,-2.16,-1.76,83.0,-1.31,5,0.242,-0.26,-0.09,-0.79,,,,,-0.25
89,-0.18,-0.8,1.43,1015.61,-87.0,0.12300000000000001,-0.01,-0.878,0.5,-1.49,0.11,0.319,0.0,248.0,2.14,0.188,888.0,-1.69,2.2,-0.44,-0.96,6.73,-2.44,-0.24,-1.18,-2.84,0.875,1.871,-1.92,-1.89,1873.0,-1.51,6,-0.266,0.7,-0.04,-0.72,,,,,-0.25
90,-1.32,1.78,0.55,1016.98,-83.0,0.126,0.12,-0.674,2.94,-1.72,-1.32,0.045,0.0,524.0,2.7,0.263,873.0,-1.41,2.6,-0.27,-0.86,5.99,-2.35,-0.15,-1.15,-1.49,1.558,1.3330000000000002,-1.44,-1.96,1716.0,-1.49,7,0.332,1.72,-0.08,-0.68,,,,,-0.2
91,0.54,1.25,1.44,1018.18,-23.0,0.129,0.17,-0.542,3.48,-1.27,-0.55,0.147,16.5,192.0,3.05,0.16899999999999998,907.0,-1.45,2.4,-0.46,-1.25,7.2,-2.25,0.12,-1.35,0.61,1.385,1.983,-1.55,-0.93,4057.0,-1.23,8,0.76,-1.19,-0.08,-0.75,,,,,-0.14
92,0.82,0.46,-1.21,1016.16,-9.0,0.131,0.16,-0.442,0.43,-1.46,-0.22,0.34600000000000003,23.5,410.0,2.93,0.198,951.0,-1.68,2.2,-0.41,-1.35,8.16,-1.95,-0.1,-1.43,-0.15,1.031,1.979,-1.47,-0.65,2493.0,-1.45,9,0.35700000000000004,1.29,-0.05,-1.09,,,,,-0.12
93,-2.35,-1.09,-0.39,1013.07,131.0,0.133,0.21,-0.607,0.25,-1.64,0.51,0.41100000000000003,1.0,101.0,3.55,0.27399999999999997,1118.0,-2.4,2.5,-0.28,-2.0,9.02,-2.8,0.0,-2.31,-1.09,1.197,2.494,-1.82,-0.33,1268.0,-2.16,10,0.099,1.2,0.0,-1.42,,,,,-0.06
94,-2.14,-1.49,0.62,1013.02,-33.0,0.136,0.45,-0.6629999999999999,0.36,-1.65,-0.93,0.545,0.0,4.0,4.25,0.381,1300.0,-2.39,2.0,-0.2,-2.0,7.63,-3.08,-0.29,-2.45,-0.37,1.4809999999999999,3.016,-1.83,0.62,25.0,-1.93,11,-1.3419999999999999,-1.13,0.04,-1.67,,,,,0.0
95,0.51,0.07,0.73,1011.47,57.0,0.136,0.3,-0.643,0.58,-1.15,-2.37,0.84,0.0,34.0,4.57,0.251,1346.0,-2.09,1.6,-0.57,-1.45,3.82,-2.75,-0.3,-2.03,,1.1440000000000001,-3.548,-1.69,-0.32,0.0,-1.72,12,-0.444,-1.28,0.0,-1.47,,,,,0.11
96,-0.76,-0.76,-0.74,1010.2,-87.0,0.136,0.37,-0.585,1.02,-1.1,-2.34,1.092,0.0,-1.0,4.38,0.18100000000000002,1412.0,-1.06,2.2,-0.5,-1.28,-1.01,-2.48,-0.2,-1.2,-0.39,1.4380000000000002,-2.126,-1.31,-0.17,60.0,-1.45,1,-1.204,-2.87,-0.06,-1.11,,,,,0.09
97,-2.96,-1.71,-0.89,1012.86,13.0,0.136,0.24,-0.593,0.57,-1.14,-1.69,1.119,0.0,7.0,3.56,0.08900000000000001,1672.0,-0.7,2.7,-0.69,-1.19,-3.23,-2.74,-0.32,-0.99,-1.99,1.206,5.06,-1.2,-0.3,6.0,-1.19,2,-2.029,-1.65,-0.09,-0.76,,,,,-0.06
98,0.01,-0.46,0.33,1013.95,-22.0,0.13699999999999998,-0.04,-0.488,0.09,-0.98,-0.97,0.977,0.0,24.0,2.5,0.008,1606.0,-0.54,2.2,-0.57,-1.1,-2.01,-2.56,-0.29,-0.83,-1.13,0.505,5.191,-0.75,-0.61,41.0,-1.18,3,0.47,0.11,-0.07,-0.63,,,,,-0.19
99,-1.9,-1.3,-0.08,1014.2,-102.0,0.139,0.0,-0.568,0.27,-0.95,-0.17,0.993,0.0,0.0,2.02,0.057999999999999996,1659.0,-0.66,1.5,-0.73,-1.1,-2.01,-2.17,-0.26,-0.97,0.29,0.605,0.5770000000000001,-1.15,-1.43,30.0,-1.12,4,-0.868,0.73,-0.06,-0.54,,,,,-0.34
100,4.54,2.1,0.61,1013.64,-158.0,0.139,-0.29,-0.7170000000000001,0.37,-1.04,-0.17,0.983,0.0,-60.0,0.16,-0.063,1634.0,-0.76,2.3,-0.45,-0.91,-6.16,-1.41,-0.29,-0.8,-0.05,0.006999999999999999,1.273,-1.21,-1.53,540.0,-1.36,5,1.391,2.0,-0.17,-0.52,,,,,-0.43
101,1.26,0.41,-1.47,1015.27,-87.0,0.138,-0.45,-0.672,0.44,-1.06,-0.08,0.723,0.0,-1.0,-1.4,-0.27,1540.0,-0.85,1.8,-0.43,-0.79,-11.02,-1.7,-0.08,-0.92,-1.95,-0.621,2.335,-0.94,-2.49,1510.0,-1.41,6,0.28,-0.81,-0.23,-0.51,,,,,-0.54
102,0.35,-0.72,1.13,1018.8,-46.0,0.135,-0.29,-0.604,1.84,-1.13,-1.28,0.7070000000000001,0.5,206.0,-0.47,-0.096,1628.0,-1.03,1.8,-0.26,-1.04,-13.04,-1.03,-0.09,-1.06,0.48,-0.316,2.6439999999999997,-0.14,-1.86,4321.0,-1.07,7,-0.215,0.58,-0.25,-0.57,,,,,-0.6
103,-3.15,-1.89,-0.16,1015.04,163.0,0.132,-0.2,-0.623,1.15,-1.06,-0.23,0.767,8.5,317.0,-0.25,-0.10400000000000001,1938.0,-1.06,2.0,-0.19,-1.46,-15.17,-1.16,-0.36,-1.17,1.92,-0.115,3.112,-0.43,-1.5,2518.0,-0.78,8,-0.652,0.5,-0.2,-0.55,,,,,-0.62
104,-0.51,0.38,2.61,1013.9,-69.0,0.129,-0.27,-0.6859999999999999,0.05,-0.56,0.42,0.6609999999999999,1.5,332.0,-0.67,-0.095,2009.0,-1.03,0.1,-0.19,-1.42,-14.67,-0.71,-0.15,-0.98,0.98,-0.6859999999999999,0.005,-1.01,-1.97,1601.0,-0.82,9,-0.20199999999999999,-0.38,-0.17,-0.46,,,,,-0.54
105,1.23,1.47,0.53,1016.21,-68.0,0.128,-0.06,-0.5820000000000001,0.48,-1.3,-2.16,0.341,0.0,20.0,0.05,-0.049,2016.0,-1.07,2.9,-0.44,-1.12,-14.9,-2.3,-0.23,-0.97,-1.43,-0.11699999999999999,3.177,-1.19,-1.05,1128.0,-1.13,10,1.139,1.65,-0.13,-0.42,,,,,-0.41
106,1.39,0.4,-1.51,1010.96,-47.0,0.126,-0.08,-0.47100000000000003,0.1,-0.56,1.0,-0.035,2.5,9.0,0.39,-0.092,2504.0,-1.33,0.2,-0.43,-0.81,-16.96,-2.11,-0.22,-1.14,-0.82,-0.23600000000000002,5.012,-1.06,-1.65,357.0,-1.22,11,-0.066,-1.3,-0.08,-0.43,,,,,-0.23
107,2.57,0.0,0.38,1007.56,-72.0,0.126,0.05,-0.41600000000000004,0.17,-0.7,-0.61,-0.111,0.0,91.0,0.74,0.013000000000000001,2537.0,-1.21,1.8,-0.49,-0.65,-15.02,-1.28,-0.17,-0.89,,-0.133,6.564,-1.32,-0.23,56.0,-0.77,12,0.001,-2.76,-0.03,-0.43,,,,,-0.28
108,2.53,0.71,0.69,1013.8,-9.0,0.126,-0.33,-0.364,2.3,-0.44,-2.18,0.09,0.0,0.0,-1.03,-0.086,2312.0,-0.72,1.0,-0.37,-0.61,-13.05,-1.82,-0.1,-0.51,1.42,-0.6890000000000001,0.9840000000000001,-1.66,-0.17,116.0,-0.5,1,2.062,-0.47,0.03,-0.25,,,,,-0.43
109,1.08,-0.32,-1.73,1011.3,-95.0,0.126,-0.55,-0.44,0.64,0.04,-1.89,0.26,0.0,-4.0,-2.24,-0.11199999999999999,1867.0,-0.2,-0.1,-0.11,-0.47,-11.89,-0.68,-0.02,-0.22,-0.98,-0.943,-3.795,0.07,-0.26,6.0,-0.31,2,-1.5130000000000001,-1.96,0.06,0.06,,,,,-0.58
110,0.42,-1.73,0.45,1007.93,83.0,0.126,-0.17,-0.39,1.18,0.24,0.78,0.6509999999999999,0.0,2.0,-1.54,-0.025,1978.0,0.26,0.3,-0.07,-0.45,-6.68,0.03,-0.05,0.18,-0.56,-0.38,-0.273,0.78,0.12,261.0,0.17,3,-2.013,-1.42,0.07,0.41,,,,,-0.57
111,-0.62,0.39,-0.48,1014.95,122.0,0.124,-0.36,-0.324,0.93,0.43,-0.41,1.41,0.0,14.0,-2.32,-0.08,2000.0,0.28,0.4,-0.03,-0.06,-2.01,-0.58,0.04,0.41,0.26,-0.613,-0.8690000000000001,1.13,0.19,150.0,0.09,4,0.23800000000000002,0.52,0.06,0.72,,,,,-0.55
112,-0.84,-0.68,-1.42,1011.94,-100.0,0.12300000000000001,-0.35,-0.231,1.4,1.1,1.24,1.734,0.0,183.0,-1.4,-0.127,2085.0,0.53,-1.1,-0.26,0.01,1.8,0.57,0.02,0.62,0.85,-0.778,-4.281000000000001,2.4,0.64,151.0,0.55,5,-0.966,0.46,0.09,0.92,,,,,-0.52
113,-0.8,-0.42,2.45,1012.76,-95.0,0.121,-0.09,-0.41700000000000004,0.5,0.68,0.24,1.62,2.25,200.0,-0.44,-0.018000000000000002,2521.0,0.69,0.3,-0.11,-0.38,3.21,1.76,0.19,0.63,1.71,-0.263,-0.7759999999999999,2.01,1.35,1363.0,0.86,6,-0.76,-2.0,0.11,1.11,,,,,-0.48
114,-0.48,-1.16,-0.54,1018.57,-72.0,0.11800000000000001,-0.06,-0.503,2.47,0.65,-0.11,1.6059999999999999,0.0,215.0,0.05,0.034,2180.0,1.08,0.4,-0.31,-0.55,4.05,0.72,-0.05,0.87,-1.03,0.162,0.644,1.86,1.63,2657.0,0.64,7,-0.6459999999999999,-0.73,0.13,1.25,,,,,-0.33
115,0.7,-0.83,-1.81,1016.29,-35.0,0.114,0.19,-0.451,3.15,1.08,-0.99,1.4140000000000001,0.0,321.0,1.0,0.196,2023.0,0.88,-0.8,-0.21,-0.04,6.3,0.51,0.19,0.84,0.49,0.657,1.251,1.2,2.42,3016.0,0.39,8,0.09699999999999999,1.87,0.17,1.32,,,,,-0.23
116,-1.56,-1.47,-1.79,1011.65,-5.0,0.111,0.21,-0.593,0.1,0.94,-0.22,0.985,18.75,412.0,1.34,0.215,2671.0,0.65,-1.5,-0.35,-0.11,8.36,1.59,0.14,0.72,1.78,0.746,-3.812,0.91,3.15,961.0,0.66,9,-0.956,-1.76,0.19,1.33,,,,,-0.13
117,1.07,1.95,0.57,1010.73,9.0,0.10800000000000001,0.32,-0.519,3.05,0.5,0.46,0.631,0.0,338.0,1.62,0.14400000000000002,2831.0,0.61,0.1,-0.38,0.02,10.46,1.5,0.02,0.7,0.84,0.653,-3.0180000000000002,0.63,2.64,390.0,0.81,10,0.903,1.13,0.16,1.39,,,,,-0.09
118,-1.59,0.63,1.15,1008.59,-68.0,0.106,0.23,-0.445,1.25,1.2,0.49,0.13699999999999998,0.0,44.0,0.56,0.078,2592.0,0.91,-1.6,-0.26,0.07,10.11,-0.32,0.17,0.92,0.6,0.157,1.107,0.56,1.6,101.0,0.95,11,-1.38,-0.49,0.11,1.53,,,,,-0.04
119,-0.12,0.02,0.46,1012.35,-44.0,0.105,0.17,-0.37799999999999995,0.39,0.86,-0.73,-0.27,0.0,6.0,0.1,0.073,2865.0,1.25,-0.5,-0.16,0.34,7.35,-0.55,0.21,1.3,,0.062,-0.04,0.66,0.34,6.0,0.94,12,0.828,1.11,0.05,1.74,,,,,0.05
120,0.37,-1.14,-0.21,1001.04,-101.0,0.10400000000000001,0.25,-0.183,0.43,1.67,0.62,-0.639,0.0,14.0,1.41,0.043,2515.0,1.3,-3.1,-0.26,0.73,5.25,0.25,0.43,1.78,-0.38,0.313,-2.5669999999999997,0.14,0.12,34.0,1.21,1,-1.4380000000000002,0.26,0.0,1.81,,,,1.29,0.27
121,-0.03,-1.64,-0.14,1002.69,-93.0,0.10300000000000001,0.66,-0.11199999999999999,1.33,1.24,0.36,-0.523,0.0,1.0,4.02,0.183,2122.0,1.03,-0.8,-0.26,0.93,4.1,0.62,0.25,1.49,0.13,1.463,-10.78,0.26,0.19,6.0,0.88,2,-2.228,-1.33,0.08,1.66,,,,0.96,0.52
122,-1.28,-2.46,2.15,1014.45,-188.0,0.102,0.91,-0.188,2.23,0.87,0.18,-0.5660000000000001,0.0,-2.0,7.13,0.33799999999999997,2515.0,0.52,0.4,-0.57,0.67,4.27,0.25,0.16,0.98,0.45,2.006,-5.996,0.48,1.82,51.0,0.58,3,-2.522,0.76,0.19,1.27,,,,0.29,0.74
123,1.79,0.26,0.38,1012.54,-217.0,0.102,0.92,-0.281,1.32,0.35,0.31,-0.258,0.0,36.0,8.23,0.34,2459.0,0.23,0.6,-0.63,0.27,1.98,1.06,0.08,0.46,0.73,1.84,0.264,0.71,1.54,74.0,0.42,4,-0.36,0.89,0.31,0.93,,,,0.14,0.73
124,1.1,-0.17,-0.24,1013.81,-32.0,0.099,0.72,-0.36700000000000005,0.74,1.16,0.66,-0.005,0.0,10.0,7.87,0.195,2186.0,0.04,-0.8,-1.07,0.07,-4.71,1.28,0.13,0.38,0.11,1.173,-4.3069999999999995,0.12,2.42,96.0,0.56,5,-0.336,1.91,0.31,0.74,,,,-0.2,0.59
125,-1.44,-1.08,0.38,1014.54,-56.0,0.095,0.76,-0.379,0.57,0.46,1.48,-0.042,0.0,256.0,7.32,0.215,2205.0,-0.05,0.5,-1.06,0.02,-10.6,1.33,-0.22,0.26,3.0,1.117,-0.981,-0.02,5.75,1196.0,0.42,6,-1.149,1.51,0.3,0.64,,,,-0.33,0.36
126,-0.2,-1.69,2.08,1016.45,-12.0,0.09300000000000001,0.36,-0.349,1.4,0.1,0.74,-0.231,0.0,272.0,5.03,0.158,2241.0,-0.24,0.7,-0.51,-0.06,-13.91,0.89,0.07,0.03,1.51,-0.085,-0.8420000000000001,0.06,2.94,3607.0,0.34,7,-0.684,1.62,0.35,0.57,,,,-0.9,0.18
127,0.98,-2.13,-0.81,1016.55,-45.0,0.08900000000000001,0.27,-0.32799999999999996,2.45,-0.13,2.13,-0.244,11.0,860.0,3.87,0.155,2370.0,-0.21,1.5,-0.64,-0.14,-15.59,1.06,-0.12,-0.01,0.14,0.016,1.0190000000000001,-0.42,3.55,3336.0,0.31,8,-0.755,-0.16,0.39,0.43,,,,-1.15,0.04
128,-0.23,0.08,3.31,1014.04,2.0,0.086,0.28,-0.337,2.21,0.05,-0.05,-0.337,10.75,165.0,3.66,0.20600000000000002,2435.0,-0.51,-0.5,-0.63,-0.15,-15.93,0.29,-0.09,-0.32,-0.13,-0.049,0.491,-0.41,2.82,2271.0,-0.09,9,-0.012,-1.67,0.39,0.39,,,,-1.36,-0.04
129,1.65,0.68,0.55,1014.63,-93.0,0.083,0.07,-0.42100000000000004,1.01,0.26,0.34,-0.593,5.0,-5.0,1.95,0.146,2280.0,-0.5,0.1,-0.49,0.01,-16.39,0.01,0.1,-0.27,-0.29,-0.162,-0.19,-0.19,1.76,530.0,-0.02,10,0.77,1.16,0.36,0.44,,,,-1.22,-0.1
130,0.43,1.59,0.56,1011.24,-54.0,0.081,0.19,-0.562,0.68,0.36,0.08,-0.503,0.0,153.0,1.51,0.179,2092.0,-0.21,-0.7,-0.39,-0.02,-16.91,-0.18,0.09,0.05,0.73,0.447,1.675,-0.38,1.18,202.0,0.04,11,-0.011000000000000001,1.34,0.38,0.5,,,,-0.42,-0.15
131,-1.7,-0.74,-0.08,1005.69,-70.0,0.078,0.2,-0.465,0.16,0.59,0.35,-0.599,0.0,0.0,1.03,0.213,2382.0,-0.42,-1.0,-0.02,0.11,-18.96,0.86,-0.08,0.02,,0.032,-0.327,-0.5,0.17,4.0,0.19,12,-1.6869999999999998,-0.24,0.36,0.61,,,,0.16,-0.07
132,-1.15,-1.52,-0.87,1008.4,78.0,0.076,0.28,-0.441,0.27,0.68,-1.54,-0.46799999999999997,0.0,-3.0,1.87,0.094,2745.0,-0.08,-1.5,0.04,0.05,-20.06,0.69,0.03,0.53,1.62,0.384,-0.619,-0.88,0.19,126.0,0.15,1,-2.013,-0.91,0.37,0.61,,,,0.3,-0.03
133,2.46,0.33,2.2,1013.36,-6.0,0.07400000000000001,0.29,-0.29,0.96,1.07,-1.23,-0.319,0.0,-2.0,1.81,0.10800000000000001,2079.0,-0.06,-2.3,0.05,-0.21,-17.24,-0.43,0.07,0.43,0.04,0.20199999999999999,-2.56,-0.47,0.38,29.0,0.22,2,2.545,0.74,0.3,0.62,,,,-0.43,-0.13
134,1.82,-0.56,0.39,1012.83,33.0,0.073,-0.09,-0.348,0.2,-0.09,0.21,-0.13,0.0,-5.0,-0.37,-0.034,2292.0,-0.13,2.1,0.28,-0.32,-14.02,-0.95,0.22,0.19,-2.03,-0.64,5.528,0.34,0.98,2.0,0.19,3,1.432,-0.51,0.27,0.52,,,,-1.36,-0.28
135,1.51,0.25,-0.07,1016.05,-92.0,0.071,-0.08,-0.405,0.69,0.2,-0.9,0.102,0.0,-27.0,-1.04,-0.01,2106.0,-0.13,0.7,0.2,-0.18,-9.27,-0.02,0.22,0.06,0.22,-0.83,-1.337,0.12,0.83,79.0,0.44,4,0.11900000000000001,-0.05,0.17,0.33,,,,-1.37,-0.43
136,-2.22,0.41,-0.12,1014.96,-14.0,0.07200000000000001,-0.22,-0.29100000000000004,0.75,0.08,-0.3,0.094,0.0,90.0,-0.81,0.001,2127.0,-0.41,0.8,-0.17,-0.26,-5.91,0.23,-0.01,-0.23,0.3,-0.379,1.44,-0.39,0.16,247.0,0.31,5,-0.341,-0.64,0.05,0.2,,,,-1.03,-0.47
137,1.51,0.71,0.82,1014.75,-38.0,0.071,-0.25,-0.381,0.81,0.13,1.08,-0.24600000000000002,0.5,-75.0,-0.87,-0.066,2175.0,-0.55,-0.2,-0.14,-0.45,-2.3,0.44,0.09,-0.35,1.19,-0.5379999999999999,-1.197,-0.63,-0.07,1436.0,0.26,6,-0.033,-1.05,-0.01,-0.07,,,,-0.03,-0.49
138,0.29,0.77,0.57,1018.35,-98.0,0.069,-0.25,-0.44299999999999995,1.77,0.17,-0.45,-0.387,1.75,-51.0,-0.34,-0.038,2030.0,-0.86,-0.4,-0.24,-0.63,3.15,-0.5,0.05,-0.86,-0.14,-0.462,-0.252,-0.57,1.18,3830.0,-0.05,7,0.105,-0.72,-0.06,-0.18,,,,-0.09,-0.49
139,0.02,-0.05,1.03,1017.1,-36.0,0.068,-0.29,-0.423,3.5,0.03,1.03,-0.384,0.0,771.0,-0.45,0.006,2342.0,-0.87,-0.2,-0.2,-0.54,7.07,-0.62,0.01,-0.77,0.34,-0.12,-0.8140000000000001,-1.01,-0.48,2721.0,-0.26,8,-0.745,-1.67,-0.01,-0.28,,,,-0.04,-0.48
140,-1.81,1.0,3.68,1012.19,-32.0,0.066,-0.15,-0.423,0.34,-0.26,1.19,-0.307,6.0,178.0,-0.24,0.11900000000000001,1943.0,-0.73,0.0,-0.1,-0.56,10.09,-0.85,-0.16,-0.8,-0.43,0.326,2.204,-0.61,1.19,2812.0,-0.3,9,-0.281,-1.58,0.06,-0.09,,,,-0.18,-0.48
141,1.51,1.48,1.84,1010.36,-50.0,0.064,-0.2,-0.41,2.2,-0.08,0.23,-0.109,8.0,-139.0,-0.71,0.106,1651.0,-0.44,0.8,-0.13,-0.44,11.69,0.52,-0.08,-0.48,1.03,-0.265,-0.21899999999999997,-0.29,0.21,895.0,0.19,10,-0.249,-1.99,0.14,-0.03,,,,0.17,-0.45
142,-0.04,0.3,-0.88,1009.2,-45.0,0.062,-0.2,-0.33399999999999996,0.49,-0.5,0.26,0.184,0.0,20.0,-0.74,0.044000000000000004,1848.0,-0.53,1.5,-0.22,-0.66,10.71,1.11,-0.08,-0.66,1.43,-0.386,2.88,0.1,0.23,123.0,0.07,11,-1.411,-1.31,0.16,0.05,,,,0.5,-0.45
143,1.98,0.32,-1.02,1010.16,-63.0,0.062,-0.23,-0.3,2.21,-0.34,0.36,0.363,0.0,-5.0,-0.86,0.10300000000000001,1822.0,-0.48,1.5,-0.23,-0.51,8.3,0.06,0.1,-0.42,,-0.631,1.26,-0.23,-0.16,0.0,-0.05,12,-0.042,0.62,0.14,-0.04,,,,0.4,-0.4
144,-0.7,-2.01,0.06,1005.94,-115.0,0.06,-0.07,-0.306,1.43,0.07,-0.16,0.43799999999999994,0.0,-5.0,0.26,0.17,2026.0,-0.34,0.2,-0.33,-0.7,4.79,0.3,0.04,-0.28,-0.76,-0.353,-0.8740000000000001,-0.33,-0.16,165.0,0.11,1,-2.484,-0.03,0.16,-0.1,,,,0.12,-0.27
145,-1.0,-2.59,0.15,1007.61,-99.0,0.057999999999999996,0.18,-0.382,0.85,-0.02,-0.22,0.095,0.0,-8.0,1.65,0.21,1709.0,-0.47,0.2,-0.41,-0.75,3.39,0.52,0.23,-0.46,0.52,0.149,1.976,-0.42,-0.21,0.0,-0.1,2,-2.2119999999999997,0.54,0.17,-0.1,,,,-0.14,-0.16
146,-0.87,-0.93,3.27,1013.4,152.0,0.057,0.2,-0.29,0.64,-0.21,-0.69,-0.051,0.0,5.0,1.44,0.08199999999999999,1468.0,-0.33,1.7,-0.09,-0.57,-0.04,-0.21,-0.52,-0.3,0.12,0.16399999999999998,1.287,-0.25,-0.63,138.0,0.19,3,-1.625,-1.48,0.15,-0.07,,,,-0.36,-0.1
147,1.93,1.33,-0.6,1014.8,-9.0,0.055999999999999994,0.13,-0.315,0.27,-0.19,-0.07,-0.262,0.0,18.0,2.0,0.09,1676.0,-0.43,1.3,-0.22,-0.62,-1.08,0.09,-0.25,-0.33,-0.39,0.114,1.317,-1.11,-0.79,51.0,0.08,4,-0.297,-0.21,0.14,0.03,,,,-0.34,-0.12
148,0.07,0.47,-1.3,1014.86,-52.0,0.055,0.27,-0.268,0.39,0.07,0.99,-0.521,0.0,42.0,2.44,0.29600000000000004,1627.0,-0.54,0.9,0.01,-0.5,-3.91,0.91,-0.16,-0.25,-0.74,0.512,1.021,-1.09,1.13,242.0,0.01,5,-0.857,-0.1,0.16,0.02,,,,-0.94,-0.1
149,-0.41,0.1,0.02,1016.56,-62.0,0.052000000000000005,0.1,-0.474,0.8,0.07,1.2,-0.602,0.0,84.0,2.54,0.312,1619.0,-0.75,0.2,-0.23,-0.64,-8.98,0.64,-0.04,-0.49,-0.71,0.46799999999999997,-0.536,-1.41,0.2,1698.0,-0.13,6,0.055,0.45,0.16,0.03,,,,-1.25,-0.11
150,0.18,0.38,0.86,1017.04,-46.0,0.049,0.08,-0.429,1.65,-0.25,1.11,-0.409,0.5,362.0,1.65,0.264,1639.0,-0.59,0.8,0.08,-0.75,-13.86,-0.27,-0.14,-0.41,0.65,0.21,0.222,-1.32,0.91,2433.0,-0.38,7,-0.619,0.02,0.1,0.13,,,,-1.58,-0.19
151,-1.84,-1.93,1.58,1016.99,-66.0,0.045,0.05,-0.44799999999999995,1.34,-0.22,1.85,-0.493,1.75,-8.0,1.08,0.32799999999999996,1744.0,-0.33,1.3,-0.02,-0.72,-16.04,-0.38,0.05,-0.15,-0.08,0.524,1.0759999999999998,-1.02,1.45,2696.0,-0.2,8,-1.008,0.6,0.09,0.24,,,,-1.67,-0.26
152,0.24,0.53,-0.81,1016.06,-67.0,0.042,-0.05,-0.444,1.07,-0.18,-0.01,-0.48700000000000004,12.75,277.0,0.52,0.204,1645.0,-0.34,1.1,-0.05,-0.71,-16.01,-0.94,0.06,-0.28,0.02,0.079,2.478,-0.27,1.4,1053.0,-0.41,9,-0.382,0.4,0.17,0.27,,,,-1.35,-0.31
153,-3.08,-1.37,0.59,1011.9,22.0,0.038,-0.01,-0.48700000000000004,2.38,0.07,0.48,-0.507,0.0,-32.0,0.17,0.289,1423.0,-0.87,0.2,-0.1,-0.6,-15.62,0.09,0.09,-0.49,0.38,0.22699999999999998,-0.016,-0.91,1.28,417.0,-0.28,10,-1.187,0.84,0.29,0.2,,,,-0.89,-0.28
